X,Y,INTERSECTIONID,ROUTEID,MEASURE,INTERSECTIONNAME,GRADE,INTERSECTIONKEY,ACISA,SE_ANNO_CAD_DATA,OBJECTID
-8581738.82983874,4712108.28935631,11037892_11063762,11037892,3369.38500977,FOXHALL RD NW & NEBRASKA AVE NW,13,6967c70c229fa0bf0504c34d7ccb344b,6113,,4383042
-8572255.76275958,4708708.98864885,12000102_12036722,12036722,313.36999512,FLORIDA AVE NE & 1ST ST NE,13,f915d0f18c0a48617da4daf3ccabf743,3450,,4383056
-8575346.86235769,4706844.08072082,11001502_11009682_11069812,11069812,2273.11206055,PENNSYLVANIA AVE NW & 15TH ST NW & ALEXANDER HAMILTON PL NW,13,af9b95744372421fb499bb247d7faa71,1029,,4383058
-8575157.92867461,4707271.7782345,11001402_11064672,11001402,1095.24499512,14TH ST NW & NEW YORK AVE NW,13,7dd9d86bc7747c3efeba6b3a75bf00fb,1020,,4383074
-8574907.35128441,4714263.83879428,11001302_11028212,11028212,1257.22399902,DECATUR ST NW & 13TH ST NW,13,5a13f942ad8663dd0d2c1b45de1e5768,5031a,,4383101
-8573822.42921314,4715707.10627785,11000502_11061362,11000502,5117.95605469,5TH ST NW & MISSOURI AVE NW,13,1fa535785f72399a3c70d16eb5dff61e,5017,,4383108
-8567144.71501667,4711541.80636755,12015992_58015132_58018032,12015992,3864.53393555,BLADENSBURG RD NE & Driveway-58015132 & Driveway-58018032,13,462bb094a3805d940a601347f7cb041e,3461,,4383120
-8566610.01094458,4702241.46660338,13003632_13009362,13003632,228.60499573,36TH PL SE & ALABAMA AVE SE,13,2ea32e01f6ee7a2ed925915fba90ea3f,4232a,,4383130
-8572455.40876471,4697381.50902892,13017482_15081252,15081252,6795.20996094,SOUTH CAPITOL ST BN & BRANDYWINE ST SE,13,e04a3f1dab729827878a4a101c9134e0,1390,,4383151
-8570299.15977713,4713149.31478138,12001302_12060582,12001302,3492.54003906,13TH ST NE & MICHIGAN AVE NE,13,3700cec79fa68f7af0efcae152b9b706,3161a,,4383182
-8573708.16800314,4707482.08033483,11000502_11047772*1,11000502,672.77099609,5TH ST NW & I ST NW,13,3a4b2a7019cd6ae0d2e0484c38b7de93,2035b,,4383188
-8562906.25917549,4707124.8457133,12005502_12063252,12063252,2086.9230957,NANNIE HELEN BURROUGHS AVE NE & 55TH ST NE,13,abbf6eeac01bce72e9c07ff3269c9869,4075,,4383201
-8577873.56207841,4707103.40792088,11034382_11076632,11076632,1145.42004395,ROCK CREEK AND POTOMAC PKWY NW & F ST NW,13,422d48fcdb59563425cb6a6a6eb34fff,1241,,4383209
-8571548.15800479,4710238.08701401,12000502_12075462,12000502,2702.14404297,5TH ST NE & RHODE ISLAND AVE NE,13,37d91fcce74dc6af4b1d05d679289306,3445,,4383216
-8571825.62398286,4708473.88300344,12000302_12036722,12036722,694.9710083,FLORIDA AVE NE & 3RD ST NE,13,d5d7c855aeaa420429658f311f3d349f,3226,,4383219
-8575448.68519356,4708493.56683135,11001502_11075462,11001502,2193.42504883,15TH ST NW & RHODE ISLAND AVE NW,13,817cd25d0fec850fe8b6c511304ee6f9,1045,,4383226
-8570299.19936678,4707091.95788551,12001302_12059472,12001302,928.8380127,13TH ST NE & MARYLAND AVE NE,13,bb61f082c9f6b2befb749587267b55e7,3106,,4383233
-8568726.09695348,4707144.63796579,12002102_12015342,12015342,824.32397461,BENNING RD NE & 21ST ST NE,13,6502678282234f56dc28ce8c7c348b84,3132,,4383241
-8573319.88371158,4708393.57031592,11063182_11064282,11064282,1750.74401855,NEW JERSEY AVE NW & N ST NW,13,1c560002a6c2eb591f4b285dc37d39fd,3253,,4383242
-8571664.63104748,4706977.42445713,12000402_12034382,12000402,835.58001709,4TH ST NE & F ST NE,13,b59e25b0425761a14ef3b4821024443e,3059,,4383250
-8574727.11865533,4708950.13906572,11001202_11072862,11072862,1481.32495117,Q ST NW & 12TH ST NW,13,e50f0beebce0f49e03455a7e4b8c1b27,2128,,4383255
-8572593.74282452,4708398.05687077,12063182_25065323,25065323,179.79600525,NORTH CAPITOL ST NE Service Rd & N ST NE,13,f9eca17ec338a84f6568e74fd00432a5,3039,,4383259
-8577190.97166828,4707796.05617495,11002302_11091262,11002302,1307.37695313,23RD ST NW & WASHINGTON CIR NW,13,4414c3960deea94366981a0facd2c47d,1197b,,4383264
-8570600.94581186,4702128.8484953,13023142_13059452,13023142,174.2749939,CHICAGO ST SE & MARTIN LUTHER KING JR AVE SE,13,3ab0e1e02855fb561b1f38c0e811c3f7,4123,,4383265
-8574610.90917225,4708949.46548528,11001102_11072862,11072862,1390.78295898,Q ST NW & 11TH ST NW,13,70ce8103501fd6e26b225162b07110fd,2112,,4383267
-8576230.92896917,4708282.68041327,11001802_11025152_11049852,11025152,614.02001953,CONNECTICUT AVE NW & 18TH ST NW & JEFFERSON PL NW,13,35db0e61b60f9c144a2b2d45823e2300,1084,,4383271
-8568060.49911504,4701482.31594661,13009362_13063502,13063502,1764.38696289,NAYLOR RD SE & ALABAMA AVE SE,13,81daf17ef8cc579d9c4132587255070b,4099,,4383282
-8576453.38517161,4708651.12742013,11001902_11031202,11001902,1884.7869873,19TH ST NW & DUPONT CIR NW,13,ee0c4132cb837fa0a5c568450790a43c,1195a,,4383284
-8569069.14989216,4705583.53130764,13001902_13047972_23047973,13001902,245.26400757,19TH ST SE & INDEPENDENCE AVE SE & INDEPENDENCE AVE SE Service Rd,13,5936623320c6e4ed93bd9d023f2e1554,4055,,4383296
-8572607.61742791,4710406.72478361,11018722_12018722_15065322,12018722,0,BRYANT ST NE & BRYANT ST NW & NORTH CAPITOL ST BN,13,ca6b28c30489cf94d37cb91e46f84cd2,5193,,4383313
-8574730.87474114,4705580.28339704,14001202_14047972_36004232,14047972,1652.97802734,INDEPENDENCE AVE SW & Ramp-36004232 & 12TH ST SW,13,e5cacb0b80c4f9e28d294958e95f077b,1219,,4383314
-8572787.79088788,4706493.04372608,11057132_11064282,11064282,215.34300232,NEW JERSEY AVE NW & LOUISIANA AVE NW,13,75103d2aef203efda4e36418d9b76e71,2154,,4383328
-8564237.73216711,4703614.22753333,13004602_13016902_13081512,13004602,1392.4630127,46TH ST SE & BOWEN RD SE & SOUTHERN AVE SE,13,9159f2214e08ba8ccfa7f97d6b383798,4151,,4383333
-8574250.58065189,4712082.48040188,11040042_11068902*1,11068902,449.91000366,PARK RD NW & GEORGIA AVE NW,13,a9d10d8137a6a8ff5682dc01db30f9d8,5140,,4383335
-8569068.08110341,4698777.14478664,13081512_13088732*1,13088732,0,VALLEY TER SE & SOUTHERN AVE SE,13,dd7aeacd1b7054c5b7ce98888e7f8ac5,4205,,4383345
-8568258.79058134,4700643.16109029,13009362_13048752_13049502,13048752,524.60101318,IRVING ST SE & JAMES M MCGEE JR ST SE & ALABAMA AVE SE,13,ff6626c42d926820c291ef84c26848b0,4097,,4383354
-8571428.2921362,4706977.08818292,12000602_12034382,12034382,548.65197754,F ST NE & 6TH ST NE,13,0a9a4cea4519eeef47d1c632e36c5240,3073,,4383372
-8577180.36810802,4707642.829845,11002302_11091262*1,11002302,1307.37597656,23RD ST NW & WASHINGTON CIR NW,13,fc06db2863e5f250fa4a088f92845520,1196b,,4383376
-8563993.67859918,4707160.29126594,12004902_12063252,12063252,1236.38500977,NANNIE HELEN BURROUGHS AVE NE & 49TH ST NE,13,818029f7e2bdde307a18c8f2fc79fc42,4074,,4383378
-8574269.39166254,4706970.73076806,11000902_11034382,11000902,851.65100098,9TH ST NW & F ST NW,13,0453b0df2d03c5b2e70b4eb1f83ea457,2070,,4383393
-8576827.53420481,4709308.5074626,11036722_11070002,11070002,0,PHELPS PL NW & FLORIDA AVE NW,13,836031ccd42c14ab3996eaa28f1ad58f,1368,,4383410
-8575446.08734112,4709586.42507315,11001502_11084562,11084562,2122.60888672,T ST NW & 15TH ST NW,13,d8d9019d5c5ec0f6fcb972b23e18ba1f,1047,,4383437
-8575445.1503499,4709790.91329502,11001502_11087232,11087232,1820.48205566,U ST NW & 15TH ST NW,13,e6e09304618d6867724677395892b175,1048,,4383440
-8577179.13691454,4708111.46551497,11002302_11057852,11002302,1554.15795898,23RD ST NW & M ST NW,13,b92ddb5b1bcc9d4e3c15f99777bba847,1161,,4383444
-8574726.02840429,4707465.10320304,11001202_11064672,11001202,1142.125,12TH ST NW & NEW YORK AVE NW,13,f70d1912c1f03b48d67ef8b438f3146e,2126,,4383447
-8573293.35264072,4705363.01792971,14000302_14019822,14019822,401.59799194,C ST SW & 3RD ST SW,13,7dcd5cf621adf8f94768759485219b9c,2179,,4383449
-8572522.75045262,4715643.3701104,12016382_12064222,12016382,315.48800659,BLAIR RD NE & NEW HAMPSHIRE AVE NE,13,c5a9d9eec7029922bbab331169b84b10,5241,,4383471
-8575662.8939737,4711153.52286123,11001602_11024632_11062532,11001602,2979.26708984,16TH ST NW & COLUMBIA RD NW & MOUNT PLEASANT ST NW,13,6bc6ee0bbbb59195195d1911c1fed411,5091a,,4383495
-8571664.69986707,4707718.21179568,12000402_12050892,12000402,1410.49304199,4TH ST NE & K ST NE,13,c3d95d96413c9795e5b1badc19835cb0,3062,,4383497
-8571828.35057931,4705509.03361637,13000302_13069812,13069812,142.13299561,PENNSYLVANIA AVE SE & 3RD ST SE,13,38234746264393ef7148f700b1e16a0a,4008,,4383513
-8570822.13654273,4712431.90327896,12001002_12060582A,12060582A,211.05099487,MICHIGAN AVE NE & 10TH ST NE,13,06b818c99bc401b51c14c0febb2b9fd7,3159,,4383520
-8574041.4612634,4710218.48492536,11018722_11040042,11040042,414.02200317,GEORGIA AVE NW & BRYANT ST NW,13,01c0b4d5b36ee5cd98839b3ca8b9d667,5118,,4383537
-8580480.42081332,4712141.84222005,11057982_11059602,11057982,2135.06005859,MACOMB ST NW & MASSACHUSETTS AVE NW,13,f17466b19165b6a8492d90887927e1c8,6275,,4383539
-8573123.71201119,4707387.78391319,11000202_11042442,11000202,601.60302734,2ND ST NW & H ST NW,13,e3f1bbbf4757c5205352eefd15319d8d,2013,,4383541
-8574039.62181603,4704780.18468806,14000702_14020362_36002812,36002812,0,Ramp-36002812 & 7TH ST SW & CAPITOL SQUARE PL SW,13,4b24277b403fb7c223faf3a7d3018941,1210,,4383545
-8579808.54595665,4714821.03374607,11027492_11063762,11063762,2977.90893555,NEBRASKA AVE NW & DAVENPORT ST NW,14,aacda2fd12af6d0b2bcb672a1ab72cce,6251,,4383546
-8574383.31998766,4713198.33600194,11000902_11084892_71000902,11084892,922.57501221,TAYLOR ST NW & 9TH ST NW & 9TH ST WALKWAY NW,13,d02ae90d46f9d299bb8a63690216471b,5257a,,4383560
-8575164.43727957,4710567.19441824,11001402_11024112*1,11024112,431.38699341,CLIFTON ST NW & 14TH ST NW,13,ec9cd0e5262f868ee5cc07b2f6738340,5054a,,4383563
-8575644.83997205,4708423.28256642,11078712_21001603_36005212,21001603,124.98500061,16TH ST NW Service Rd & SCOTT CIR NW & Ramp-36005212,13,b041574e41b0a7ac9c21528e4b1a1056,1059c,,4383578
-8574039.6503957,4705747.81723448,14000702_14049792,14000702,99.03099823,7TH ST SW & JEFFERSON DR SW,13,8a2a5ef36df9128e5953f61146213c07,1209,,4383597
-8564114.79564558,4708956.50114972,12004722_12031982_12067082,12004722,0,47TH AVE NE & EASTERN AVE NE & OLIVE ST NE,13,83290e5ea547b9a69d81bc531ee80037,4207,,4383598
-8567679.44412063,4703223.73280496,13003002_13069812,13069812,3833.74707031,PENNSYLVANIA AVE SE & 30TH ST SE,13,3eadd2d53012060439bb71dabd26870b,4142,,4383607
-8571827.8285883,4706613.61957444,12000302_12026912,12026912,609.48602295,D ST NE & 3RD ST NE,13,bde9ac30178e6da54feb4e81b19bcd6d,3051,,4383614
-8573817.50656947,4706225.24641453,11000602_11025352,11000602,0,6TH ST NW & CONSTITUTION AVE NW,13,c5ddaf5c3a28fac36924d8f1405032c2,2039,,4383627
-8576428.75988188,4711360.0902473,11009102_11043742_36000172_58016382,11043742,2032.09594727,HARVARD ST NW & ADAMS MILL RD NW & Ramp-36000172 & Driveway-58016382,13,4e6ba8eabad73b6a60a68883d654873f,6053,,4383692
-8563825.44551696,4705894.4235107,13021582_15031912,13021582,0,CENTRAL AVE SE & EAST CAPITOL ST BN,14,d46f6037eaeaa75f3737b9e1388cfafa,4173,,4383710
-8577182.16537151,4706428.68554462,11002302_11019822,11002302,364.94500732,23RD ST NW & C ST NW,13,3619a8fe163fe973d670988d9740b8db,1154,,4383711
-8575186.98965092,4708208.20840982,11044812_11085732_21059603,11044812,0,HIGHLAND TER NW & THOMAS CIR NW & MASSACHUSETTS AVE NW Service Rd,13,45f02019e34e1be8ceba8ca22d2d81cf,1365,,4383727
-8577324.47157814,4707736.75738155,11002402_21050893_36004932,11002402,529.36700439,24TH ST NW & K ST NW Service Rd & Ramp-36004932,13,dd2adf996e04da0ccc29f602b49937dd,1166,,4383740
-8581475.59252551,4709710.43572688,11037892_11093082,11037892,1487.85900879,FOXHALL RD NW & WHITEHAVEN PKWY NW,13,c2bc1652aa8235a4eac10e1a2cf46965,6164,,4383756
-8574038.58658572,4709899.27923232,11040042_11088462_58015992,11088462,843.45202637,V ST NW & GEORGIA AVE NW & Driveway-58015992,13,dcd007ff2857c2273da18d945d9d5fbd,5146,,4383759
-8575652.63262552,4715842.04950461,11001602_11061492,11001602,6615.76904297,16TH ST NW & MONTAGUE ST NW,13,42646d6ee1187fe52a2dfa8a7670b5e9,5203,,4383769
-8573361.41399331,4715301.25263644,11049922_11051352,11049922,364.34100342,JEFFERSON ST NW & KANSAS AVE NW,13,3764c6c0d04226408e403891d79c8c1f,5004a,,4383774
-8574494.2809928,4709373.21849076,11001002_11077672,11001002,2253.75292969,10TH ST NW & S ST NW,13,1081ffa68c452105e95dccdd45e3018b,2100,,4383777
-8575157.78635317,4709790.29661603,11001402_11087232,11087232,1596.60803223,U ST NW & 14TH ST NW,13,1c17f0b62ba1344e3cc10c41da9f6285,1028,,4383810
-8571874.99968279,4706611.9305255,12026912_12059602,12026912,572.6920166,D ST NE & MASSACHUSETTS AVE NE,13,ad8cf1feecee94155898b99ff99f2dc3,3051a,,4383812
-8574494.28812757,4706226.11786264,11001002_11025352,11001002,0,10TH ST NW & CONSTITUTION AVE NW,13,ee5736a76b66cf08097014ab5c45fd51,2199,,4383813
-8575157.87936576,4709688.90278601,11001402_11090542,11090542,201.89500427,WALLACH PL NW & 14TH ST NW,13,88e20e8b6c7d94b18b5d86ed1f07c1fe,1386,,4383823
-8564648.35515346,4705895.69347676,12015342_13015342_15031912,12015342,4233.85400391,BENNING RD NE & BENNING RD SE & EAST CAPITOL ST BN,13,62f637379c75db9c3643b4c25d2ad117,4178,,4383824
-8574429.22403851,4717365.48499685,11070522_11088792,11070522,1716.64501953,PINEY BRANCH RD NW & VAN BUREN ST NW,13,d0c29edfdb7c6dc01b4d5fae4f68338a,5165,,4383838
-8565941.59873924,4706662.50778961,12015342_12061162,12015342,3030.23095703,BENNING RD NE & MINNESOTA AVE NE,13,db93f73730b729ab4fe05701818d66c2,4072,,4383841
-8577093.63930779,4708736.93813349,11002302_11068382,11002302,2061.17407227,23RD ST NW & P ST NW,13,fba7d986ddfaa52028c962d8a1f1f211,1163,,4383842
-8570906.28607241,4706215.94922213,12000902_12025352,12000902,244.99699402,9TH ST NE & CONSTITUTION AVE NE,13,ac47defa54268a820167fd508a418b68,3087,,4383848
-8575177.21026473,4708117.45339399,11085732_11089442*1,11085732,237.14700317,THOMAS CIR NW & VERMONT AVE NW,13,4fd981b97edcb7edbb2fe40598e389c9,1027b,,4383875
-8571427.77783379,4707718.00563725,12000602_12050892,12050892,921.25500488,K ST NE & 6TH ST NE,13,6d3b09264fa72c0daff56caa3ced8541,3076,,4383887
-8571607.62179993,4715964.52488428,12064872_12076052,12064872,417.70001221,NICHOLSON ST NE & RIGGS RD NE,13,f2ecf0ea1b46ee651e84f0347d11efa7,5206,,4383907
-8573404.19172208,4707383.87988295,11000402_11042442_11059602,11042442,620.63800049,H ST NW & MASSACHUSETTS AVE NW & 4TH ST NW,13,d7a49743fa11be10b0ea9535aa434775,2027,,4383912
-8575663.22087712,4710684.84327429,11001602_11033862,11001602,2615.6640625,16TH ST NW & EUCLID ST NW,13,bfed15f6155e34c60d2c0c67bc395e5f,5088,,4383927
-8574727.08274147,4707974.2634515,11001202_11059602,11001202,1537.25805664,12TH ST NW & MASSACHUSETTS AVE NW,13,973e9ea885185f530d0f2713eda34b72,2125,,4383945
-8569120.66878639,4713995.86457566,12031982_12060582_12073712,12060582,3702.77709961,MICHIGAN AVE NE & EASTERN AVE NE & QUEENS CHAPEL RD NE,13,ef993f93bc761c3134fe359f828b7232,4250,,4383950
-8573122.72096933,4706611.42422484,11026912_11061392_36002542,11061392,0,MITCH SNYDER PL NW & D ST NW & Ramp-36002542,13,dc111eed249698877c2d88f078ac4a46,2011,,4383967
-8571941.69946567,4708165.96841448,12028662_12057852,12028662,621.97698975,DELAWARE AVE NE & M ST NE,13,934f18353cdd428b4093a3cdae5f33cb,3233,,4383974
-8574041.06501049,4706399.58265751,11000702_11069812,11069812,860.39398193,PENNSYLVANIA AVE NW & 7TH ST NW,13,3a8aca38973321198d6004f83726c74a,2066,,4383978
-8584039.98078919,4711684.42517174,11020212_11023502_11097372,11023502,0,CLARA BARTON PKWY NW & CANAL RD NW & CHAIN BRIDGE RD NW,14,a1837a908d97055a829552037fcee19a,6058,,4383989
-8566869.38677357,4706863.3614976,12003402_12015342_58012892,12015342,2289.58203125,BENNING RD NE & 34TH ST NE & Driveway-58012892,13,3a840e22d4966abbf2a85f46704fdab7,4067,,4384000
-8576599.52254811,4707549.96898537,11002002_11047772,11002002,919.97302246,20TH ST NW & I ST NW,13,af7d2c6714fbc625e1606c5b666bcd73,1122,,4384005
-8575157.90749843,4708738.73408921,11001402_11068382,11001402,2156.23510742,14TH ST NW & P ST NW,13,5885a67de51314e974320adaaf162f44,1021,,4384010
-8569988.1628283,4705584.13170972,13001402_13047972,13047972,2043.64794922,INDEPENDENCE AVE SE & 14TH ST SE,13,12a2b0c005e15d9805affd3d3574b504,4046e,,4384028
-8570299.72036538,4704394.74399794,13001302_13047772,13047772,1650.04003906,I ST SE & 13TH ST SE,13,48c7548d3fcc525af54488dd795c6767,4043,,4384079
-8572138.91179287,4709971.66720033,12075462_36001682,36001682,63.17499924,Ramp-36001682 & RHODE ISLAND AVE NE,13,52b37942e091c862946c1ddd0327bfe6,3036,,4384089
-8576794.38818591,4707547.193201,11002102_11047772_11069812,11069812,3462.58300781,PENNSYLVANIA AVE NW & 21ST ST NW & I ST NW,13,5fe5dd6d04a06f682c3aa91051980edc,1137,,4384090
-8578990.89095922,4711296.84979632,11003402_11039522,11039522,985.03497314,GARFIELD ST NW & 34TH ST NW,13,6635c842a11b42906c217c7da475646c,6023,,4384110
-8570905.49178953,4709776.78492068,12000902_36001902,12000902,2116.55908203,9TH ST NE & Ramp-36001902,14,b43ca9240db7ba62010c080b231fa23b,3147,,4384112
-8572713.54121302,4706225.80681791,11025352_11064282,11064282,0,NEW JERSEY AVE NW & CONSTITUTION AVE NW,13,cea064f47ebe6cff43d2e30b71bc7337,2147,,4384122
-8569296.24450087,4707274.34450236,12001702_12015342,12015342,368.69699097,BENNING RD NE & 17TH ST NE,13,759352dd6ee308a14f4368ad4bce80d9,3116,,4384131
-8573816.95024956,4707870.28252315,11000602_11064672,11000602,1276.87194824,6TH ST NW & NEW YORK AVE NW,13,d7a7469c77c590f694b4ddea9ce15da2,2047,,4384134
-8576241.82187144,4707702.41399838,11001802_21050891,11001802,1143.91003418,18TH ST NW & K ST NW Service Rd,13,c33ec15ce3cfb9b06e61ab9f9378524f,1092,,4384135
-8574269.94670714,4706482.79523347,11000902_11069812,11069812,1050.11999512,PENNSYLVANIA AVE NW & 9TH ST NW,13,5c715297f98fe77df73fde8ed1dfc505,2080,,4384145
-8576240.06355961,4707894.09501492,11001802_11053492,11001802,1292.79504395,18TH ST NW & L ST NW,13,372540e02e43ea4389b1033f63284126,1093,,4384147
-8568125.19681293,4711452.4648381,12020542_12081442,12081442,1681.58203125,SOUTH DAKOTA AVE NE & CARLTON AVE NE,13,6711ef6c09583a9fbb932b292a480d82,3205,,4384158
-8569157.38324969,4713966.24610765,12031982_12060582,12060582,3666.04003906,MICHIGAN AVE NE & EASTERN AVE NE,13,1fec8615d5ec05c547a9476cd261be26,3165,,4384162
-8572954.18654183,4709608.25480647,11000102_11075462,11000102,2710.1340332,1ST ST NW & RHODE ISLAND AVE NW,13,cef1b5531f24b0673dac9ba1bf9d9505,3007,,4384163
-8572335.40625845,4704960.72688029,13031332_13064282_13065392,13031332,214.52099609,E ST SE & NORTH CAROLINA AVE SE & NEW JERSEY AVE SE,13,5e586e86d09a0ecaa6a6432d3e876d05,4003,,4384168
-8572953.75874181,4705579.91819996,14000102_14047972,14047972,267.85699463,INDEPENDENCE AVE SW & 1ST ST SW,13,219b3c98cfb2aa78baca8de84ee847c1,2173,,4384190
-8570334.86519085,4702698.9991299,13040752_13059452,13040752,290.79098511,GOOD HOPE RD SE & MARTIN LUTHER KING JR AVE SE,13,1ba873c7e669b6d86f7ddbc8d9fe418c,4118,,4384208
-8575449.28306465,4708166.33386542,11001502_11057852,11057852,2089.95605469,M ST NW & 15TH ST NW,13,2969bbc06408ccc52bb761a59ad8b078,1040,,4384224
-8572195.14282838,4709946.71912713,12075462_12083592_12088462,12088462,309.95199585,V ST NE & RHODE ISLAND AVE NE & SUMMIT PL NE,13,8490517847b9e9229f28e9f59051424f,3036,,4384225
-8569860.08285234,4702587.1207431,13040752_13061162,13040752,671.00097656,GOOD HOPE RD SE & MINNESOTA AVE SE,13,9e5d6bfd0b89fe156c753be032d78625,4119,,4384240
-8571431.54164861,4704481.09596795,13000602_13089892,13000602,1102.47998047,6TH ST SE & VIRGINIA AVE SE,13,905a36dbd326bf89f14a37b00fe93d1d,4020,,4384273
-8570184.22040647,4705388.77491965,13052262_13081382,13052262,399.29598999,KENTUCKY AVE SE & SOUTH CAROLINA AVE SE,13,6842a7b8bf04caf8f5ba5fa20afd459b,4058,,4384310
-8574727.23634444,4708814.81723248,11001202_11075462_36000012_36001442,36001442,99.63600159,Ramp-36001442 & 12TH ST NW & RHODE ISLAND AVE NW & Ramp-36000012,13,e2e4e875641b58226af5639119b699f9,2129,,4384321
-8572772.18090964,4706438.90531889,11019822_11064282,11064282,171.59899902,NEW JERSEY AVE NW & C ST NW,13,76ccccc91d05b952fd78f6dc438dd60c,2091,,4384333
-8578227.6462387,4710026.04349557,11003002_11059602,11059602,4537.47998047,MASSACHUSETTS AVE NW & 30TH ST NW,13,2430c0bcc044195e0f255656743ea542,6013a,,4384341
-8575657.67566478,4713350.04705753,11001602_11088012,11001602,4683.12695313,16TH ST NW & UPSHUR ST NW,13,78623bc051f7e05ad251b623f3ccd4e4,5105,,4384362
-8574728.06477789,4706978.56495142,11001202_11034382,11001202,764.51397705,12TH ST NW & F ST NW,13,4bc47c3c8d2cc0e66aca6ecef7190227,2118,,4384368
-8574907.58825804,4713806.33812452,11001302_11009882,11009882,1311.16394043,ALLISON ST NW & 13TH ST NW,13,d7946a4bcc10ab96eff230e72e2f806a,5251,,4384383
-8580330.68498604,4713981.17523376,11085182_11095222,11095222,1176.93005371,YUMA ST NW & TENLEY CIR NW,13,59561777ec79a4c36f6544499703f00b,6156b,,4384391
-8575887.91149387,4707719.57441417,11001702_11050892_21050891,11001702,1534.48498535,17TH ST NW & K ST NW Service Rd & K ST NW,13,85d9930e0539052b4001513959511122,1072,,4384400
-8576655.67367168,4712110.05499589,11052972_11068902_11090482,11068902,2465.80908203,PARK RD NW & WALBRIDGE PL NW & KLINGLE RD NW,13,c4cfae2928af9df4e82a42cde0862bb2,6205,,4384402
-8576356.18552355,4708701.83558131,11031202_11059602*1,11031202,92.0059967,DUPONT CIR NW & MASSACHUSETTS AVE NW,13,8be80f77e05259df8669b756a463c2dd,1195c,,4384407
-8578412.05760688,4708101.12074172,11003102_11057852,11003102,288.30499268,31ST ST NW & M ST NW,13,34a6cf1d148812ee2aa38863b5393c14,6016,,4384408
-8573527.6350438,4697114.15981394,14022552_14058432_14068122,14022552,849.45202637,CHESAPEAKE ST SW & MAGAZINE RD SW & OVERLOOK AVE SW,13,fc5e5970564ad2f34bd29677986a2329,4169,,4384417
-8568686.11779076,4705957.42407463,12002202_36000972_58010072,58010072,169.23500061,Driveway-58010072 & 22ND ST NE & Ramp-36000972,13,c4bae42ed969c69e250e4e2219198eef,3435,,4384423
-8572354.24399603,4706775.0004566,12024732_12028662,12028662,448.66900635,DELAWARE AVE NE & COLUMBUS CIR NE,13,cd5664b3d69718e8be700b7900f81e33,2169,,4384429
-8574493.90184444,4707719.38340067,11001002_11050892,11050892,1465.81896973,K ST NW & 10TH ST NW,13,63dc7a2260035591ac574ae3ff71133c,2092,,4384451
-8573288.07634048,4707331.6594682,11000302_11042442_11059602,11000302,1114.67895508,3RD ST NW & H ST NW & MASSACHUSETTS AVE NW,13,d3175c65382a020776b29c0a57048abf,2020,,4384462
-8574041.08079407,4708949.86379582,11000702_11072862,11072862,1049.60205078,Q ST NW & 7TH ST NW,13,67b492b4f962bd3e428afc7ea8f0b005,3024,,4384465
-8574268.81774741,4707136.44916559,11000902_11038612,11038612,1031.55895996,G ST NW & 9TH ST NW,13,edb798bb26c65165d313cb6fa4ba02bd,2071,,4384475
-8572592.63769792,4709770.15221191,12075462_25065323,25065323,753.02600098,NORTH CAPITOL ST NE Service Rd & RHODE ISLAND AVE NE,13,934d59ff4fe6fd521ec2c8193f4ed8b3,3043,,4384479
-8565408.4501152,4707754.4358225,12051802_12063252_36005412,12051802,1521.21203613,KENILWORTH AVE NE & NANNIE HELEN BURROUGHS AVE NE & Ramp-36005412,13,73e78134291226e7b3cb1041ec0eb98c,4194,,4384491
-8574908.42353691,4710758.60244439,11001302_11033862,11033862,626.05200195,EUCLID ST NW & 13TH ST NW,13,b4f823b305f68631b7dfb303ba888c0e,5035,,4384493
-8563016.66584086,4705893.16691286,12005502_13005502_15031912,13005502,0,55TH ST SE & 55TH ST NE & EAST CAPITOL ST BN,13,e6ccdb4a1d685fa88d91b5e773e2e8b3,4175,,4384502
-8581199.69284858,4712819.75517212,11059602_11090702*1,11090702,183.53799438,WARD CIR NW & MASSACHUSETTS AVE NW,13,d4bfdaed6bf7439ac1dfba88b22ca252,6157c,,4384507
-8575180.48757597,4705007.13524218,14001402_14058502A,14058502A,373.2130127,MAINE AVE SW & 14TH ST SW,13,cf4222a8a1a3098d4f519f0e1cc5e251,1245,,4384508
-8575157.95747646,4709949.76793765,11001402_11088462,11088462,1655.22497559,V ST NW & 14TH ST NW,13,440cd5c413c6a3f6c6cc586c60883a32,5073,,4384519
-8577217.98845258,4706957.96843068,21089891_36004192,36004192,0,Ramp-36004192 & VIRGINIA AVE NW Service Rd,13,e349941b1a11f0c6324943bf0b5df17f,1165,,4384543
-8573366.23470245,4709317.49782855,11000302_11036722,11036722,672.30297852,FLORIDA AVE NW & 3RD ST NW,13,66e87e98f88f6d1883745cea2377d0dc,3184,,4384561
-8571664.79404765,4706369.9413337,12000402_12019822_12059472,12000402,364.09698486,4TH ST NE & C ST NE & MARYLAND AVE NE,13,5b0f7040b8c39e61c873fc24b5526c4e,3055b,,4384562
-8574267.73757176,4709789.20412104,11000902_11036722_11087232,11087232,903.19799805,U ST NW & 9TH ST NW & FLORIDA AVE NW,13,b907ceccaec5936b06ae7c3f52123bfd,2085,,4384567
-8578657.27818755,4712704.49900679,11071632_47077362,47077362,193.59899902,Alley-47077362 & PORTER ST NW,13,14ff2e4e0a14c3ebc4f90e44df1dfe51,6162,,4384573
