X,Y,INTERSECTIONID,ROUTEID,MEASURE,INTERSECTIONNAME,GRADE,INTERSECTIONKEY,ACISA,SE_ANNO_CAD_DATA,OBJECTID
-8577112.07497045,4707693.23052518,11069812_11091262,11069812,3734.86401367,PENNSYLVANIA AVE NW & WASHINGTON CIR NW,13,b6ee9d200c1be536ec51d57fabf455d5,1196,,4378144
-8578595.62691464,4708220.65331763,11072472_11094052,11072472,0,PROSPECT ST NW & WISCONSIN AVE NW,13,b4c803909179586dc6e0a6b596e35095,6158,,4378153
-8569531.06074705,4713185.05976824,12081442_12084892,12084892,1991.97900391,TAYLOR ST NE & SOUTH DAKOTA AVE NE,13,bb1c1f89339ba3ef085eb80713e72c26,3213,,4378154
-8574537.71218572,4711622.38200367,11052322_11080082,11052322,947.79199219,KENYON ST NW & SHERMAN AVE NW,13,e3659eab37c7fb65f4a2598d56b359ef,5174,,4378155
-8570430.43349025,4697845.57328073,13013262_13092882,13092882,1274.33496094,WHEELER RD SE & BARNABY ST SE,13,8ee9a95652bd8a9808751a3a43e21a00,4163,,4378158
-8572624.19303745,4708403.15315063,11064672_25065321,25065321,245.56100464,NORTH CAPITOL ST NW Service Rd & NEW YORK AVE NW,13,4ba1ef57f85c4184dc0f520d44ee3223,3039,,4378180
-8574910.26012362,4712304.80757364,11001302_11067992,11067992,822.39398193,OTIS PL NW & 13TH ST NW,13,423e83e0abf7cb21cf9f15505a49fc57,5243,,4378188
-8571873.10275177,4711020.28944202,12038092_12055642,12038092,564.97698975,FRANKLIN ST NE & LINCOLN RD NE,13,b5f1b182a64bfdef0b6343bedd963593,3230,,4378195
-8578852.27228105,4708904.43858116,11072862_11094052,11072862,4692.99804688,Q ST NW & WISCONSIN AVE NW,13,a66f8e5a0225bea8948f5ee05221d1d8,6149,,4378203
-8568799.91210677,4711608.68292274,12060902_12075462,12060902,614.99200439,MILLS AVE NE & RHODE ISLAND AVE NE,13,c0969fc46af4862e2078233df4ce17bb,3194,,4378213
-8571664.59713146,4697487.92813424,13000402_13011702,13000402,3374.9519043,4TH ST SE & ATLANTIC ST SE,13,c0bd032c12377dfe1213917812a84d75,4107,,4378216
-8574139.82998293,4711098.95251253,11040042_11040432*1,11040432,107.52999878,GIRARD ST NW & GEORGIA AVE NW,13,edeb079e2a285f3d611f6e174c7662df,5276,,4378221
-8569633.01388554,4707606.8992473,12015992_12063702,12015992,204.36300659,BLADENSBURG RD NE & NEAL ST NE,13,cb3b440a059dc11b719c1f5ee782bf59,3440,,4378228
-8573707.84589077,4706804.79206907,11000502_11031332,11000502,147.13400269,5TH ST NW & E ST NW,13,9076c3ac6bab1d9ea287fc2ad4afff84,2032,,4378233
-8573817.08426758,4707719.19345062,11000602_11050892,11000602,1159.61901855,6TH ST NW & K ST NW,13,dbe347a270c0f437d48c441f15643bcf,2046,,4378236
-8574493.66582567,4706805.53853706,11001002_11031332,11031332,1468.35900879,E ST NW & 10TH ST NW,13,fdfe162f4b15e58404611b747e8e8532,2087,,4378239
-8578593.18856091,4708099.13899194,11057852_11094052,11057852,4549.47021484,M ST NW & WISCONSIN AVE NW,13,e0b401a28f71743b52fef498ad622a8f,6142,,4378253
-8571664.34448691,4710405.0926275,12000402_12018722,12018722,447.95700073,BRYANT ST NE & 4TH ST NE,13,a10f34380cab408984ec7993678aafb9,3245,,4378255
-8573783.29556293,4714570.62960936,11000502_11051352,11000502,4236.02294922,5TH ST NW & KANSAS AVE NW,13,96dbaf7ca873116e750d6f7b8690f053,5015,,4378266
-8576238.81139442,4709374.52317742,11001802_11077672,11077672,2720.05102539,S ST NW & 18TH ST NW,13,79ed7de5c875e31efbeb65f14948d70e,1236,,4378270
-8573816.03193961,4709374.43877255,11000602_11077672,11000602,2444.06103516,6TH ST NW & S ST NW,13,2d0ada6528c356cb754299cf3fab651c,3020,,4378276
-8571175.03811459,4711018.47955252,12000702_12038092,12038092,1108.75195313,FRANKLIN ST NE & 7TH ST NE,13,db586a05a95080eca3693d207551e8ab,3229,,4378277
-8564467.2265109,4705353.61153275,13015342*1_13019822,13019822,4435.73583984,C ST SE & BENNING RD SE,13,be730538f7cb7a55d1bd5188a7549464,4109,,4378283
-8574380.00393704,4713045.14545383,11040042_11079562,11079562,863.86102295,SHEPHERD ST NW & GEORGIA AVE NW,13,efd685362331e5babe54256f3e8597a4,5010,,4378306
-8572608.14864435,4715007.29168002,11042902_12042902_15065322,12042902,0,HAMILTON ST NE & HAMILTON ST NW & NORTH CAPITOL ST BN,13,42329ad0f8a4ece3188fc671cdda5cbd,5263,,4378325
-8571040.08439213,4706174.76719011,12000802_12059602,12059602,975.80499268,MASSACHUSETTS AVE NE & 8TH ST NE,13,d7943497985924ac54094f59f7cdc56e,3078c,,4378327
-8573394.26741985,4715451.45433914,11000302_11052062,11000302,4139.68408203,3RD ST NW & KENNEDY ST NW,13,823e5807c6e3a90f770da0d0c943caf3,5005,,4378328
-8578826.15012961,4708840.71483462,11072862_11094052_31050532,31050532,0,JONES CT NW & Q ST NW & WISCONSIN AVE NW,13,f69ec46ce619225f6c813f530b5a9a97,6149a,,4378331
-8575658.27646697,4712713.61029922,11001602_11081832,11001602,4189.47412109,16TH ST NW & SPRING RD NW,13,974d2181beffde507faf26dd554fd715,5104,,4378345
-8574610.11492151,4707479.5393436,11001102_11047772,11047772,1306.77294922,I ST NW & 11TH ST NW,13,ea52d226bbcb397de99041364c3bbf99,2106,,4378349
-8567409.73577613,4700437.65308502,13081512_36005112,13081512,4772.25585938,SOUTHERN AVE SE & Ramp-36005112,13,8ff97271169f43811a489c5592a4c387,4252,,4378354
-8581683.65749927,4713300.96475862,11004602_11092172,11092172,149.852005,WESLEY CIR NW & 46TH ST NW,13,cc235904660b0db371db340d873c4e6d,6047,,4378361
-8574039.58042407,4704961.27126701,14000702_14031332,14031332,922.79602051,E ST SW & 7TH ST SW,13,7e4865d868fb71fe0c8bbf8ecfb1e417,1231,,4378368
-8573824.75764121,4709568.83412715,11000602_11036722,11000602,2596.13598633,6TH ST NW & FLORIDA AVE NW,13,9a1b196779446d678e2d740ce1a79c84,3021,,4378372
-8575235.30788373,4705045.4736218,14058502A_36001242*1,14058502A,425.2869873,MAINE AVE SW & Ramp-36001242,13,48c708d4f15c2bf96e78d8f8989cb9e7,1228,,4378385
-8569098.95970254,4707227.8690669,12001802_12015342,12015342,526.63500977,BENNING RD NE & 18TH ST NE,13,18a28cb509f5852d065fa4cedfcf8bf6,3462,,4378387
-8574586.6333653,4712043.88277777,11061422_11064222_11068902_11080082,11068902,713.39398193,PARK RD NW & MONROE ST NW & NEW HAMPSHIRE AVE NW & SHERMAN AVE NW,13,829bac1f5d03b4317c9904e392f266d6,5175,,4378388
-8575649.67435002,4717365.71908556,11001602_11088792*1,11001602,7797.17919922,16TH ST NW & VAN BUREN ST NW,13,82cfa33cf8ad6f37947a808b9cd61e9c,5107a,,4378393
-8575602.16499555,4711859.21028752,11068902_11070392,11068902,1591.45202637,PARK RD NW & PINE ST NW,13,e28377e9193c94179580797e4be8d820,5101a,,4378399
-8579748.33559838,4710891.77400657,11032432_11094052,11032432,461.58599854,EDMUNDS ST NW & WISCONSIN AVE NW,13,6551e980a79084df044089741494aa97,6135,,4378412
-8571176.30206767,4704395.95230315,13000702_13047772_13089892,13000702,1144.64196777,7TH ST SE & VIRGINIA AVE SE & I ST SE,13,ca3b91c0a5b87b654f0779ff3a5e188e,4022,,4378442
-8572070.01198856,4698838.09108504,13059452_13078322_13086512,13086512,196.7230072,TRENTON PL SE & MARTIN LUTHER KING JR AVE SE & SAVANNAH ST SE,13,9aefe0fe24993900a29a7f0bdca94de0,4130,,4378449
-8575125.34623483,4708124.27564464,11085732_21059601,11085732,26.37700081,THOMAS CIR NW & MASSACHUSETTS AVE NW Service Rd,13,77a2a0a7a409073518b9082834501e56,1027,,4378454
-8569554.78764893,4704317.30842231,13013522_13069812,13069812,2141.3190918,PENNSYLVANIA AVE SE & BARNEY CIR SE,13,4711a6955a862a0fa7fd15d260190e0f,4060,,4378470
-8570017.33295056,4708856.99972592,12062462_12092622,12092622,1218.17602539,WEST VIRGINIA AVE NE & MOUNT OLIVET RD NE,13,1b8e2af26d41cd9cc08c2b646b9ee053,3177,,4378482
-8573590.5667348,4710129.66214036,11000402_11090152,11090152,763.16400146,W ST NW & 4TH ST NW,13,36b7f47fe4bbb7e228e0fec7360f0740,3241,,4378488
-8576913.74678254,4708950.72746426,11059602_11072862,11072862,3184.98388672,Q ST NW & MASSACHUSETTS AVE NW,13,ac2c50f7c52dd57de13f4ba07686fa2a,1184,,4378504
-8574268.56672637,4708394.86342843,11000902_11063182,11063182,1250.67199707,N ST NW & 9TH ST NW,13,12381b95b91bf587b88bfab3392ac9f2,2238,,4378516
-8570814.67882291,4712405.46151421,12001002_12060582,12060582,1748.63793945,MICHIGAN AVE NE & 10TH ST NE,13,e1cdf2d07841e3e8feea805883c9c9de,3159,,4378539
-8573291.01711772,4706135.39685336,11000302_11069812,11069812,240.90800476,PENNSYLVANIA AVE NW & 3RD ST NW,13,c0e362f48ce101e7ae5d4d2317ead21e,2023,,4378547
-8568954.18749272,4711017.51090182,12002002_12038092,12002002,1143.82104492,20TH ST NE & FRANKLIN ST NE,13,6d63ca1d5979730aec2d2f194a9d1b73,3157,,4378553
-8565333.77911634,4702514.76346963,13004102_13081512,13004102,505.84399414,41ST ST SE & SOUTHERN AVE SE,13,11e3c08ea9f1b913b27fbd47f9b9d2d6,4256,,4378557
-8569264.03641174,4710204.74659322,12001802_12061552_12090152,12001802,1151.96398926,18TH ST NE & MONTANA AVE NE & W ST NE,13,0f2fd96d41d4f17ac4daa0430d97c382,3128,,4378575
-8572817.32178963,4713742.0667515,11043292_11076702,11043292,357.89300537,HAREWOOD RD NW & ROCK CREEK CHURCH RD NW,13,d0c44317bc019955a78e3b6a05d2c7e9,5240,,4378588
-8577180.68864156,4706729.45013261,11002302_58013072,58013072,0,Driveway-58013072 & 23RD ST NW,13,6e7bad81a7d9e8f2e08ab381f4c23869,1156a,,4378595
-8574610.99548377,4707719.45362509,11001102_11050892,11050892,1557.05895996,K ST NW & 11TH ST NW,13,413b135951aedea4bd299d36fc3ed39b,2107,,4378600
-8568333.59698348,4703563.60583743,13061162_13069812,13069812,3259.49194336,PENNSYLVANIA AVE SE & MINNESOTA AVE SE,13,4408d7b3e15a2b8c4779622f65926d85,4146,,4378604
-8570657.67928503,4707387.26187163,12001102_12042442,12042442,1521.28796387,H ST NE & 11TH ST NE,13,c50d4bb6612e005aa4a3d2424897bfb1,3096,,4378652
-8582889.28108704,4710928.19745618,11027172_11057912,11027172,101.28900146,DANA PL NW & MACARTHUR BLVD NW,13,6063b62fe1989231006a4a9cf140b75c,6096,,4378658
-8565429.71337673,4705896.95373987,12004102_15031912,12004102,0,41ST ST NE & EAST CAPITOL ST BN,13,8b09b18892e745bbe80a0251acb91d2a,4273,,4378659
-8574562.76377753,4708889.17149553,11072862_11075462*1,11072862,1329.80395508,Q ST NW & RHODE ISLAND AVE NW,14,2c033e347d89bf6dd3364269de5eec2c,2099a,,4378664
-8579418.88463026,4708077.17814796,11003602_11057852_11093212,11093212,1315.85900879,WHITEHURST FWY NW & 36TH ST NW & M ST NW,13,14d8df72d4fbaa2ef5a5810b4b634556,6033,,4378665
-8569069.57467556,4706400.53835392,12001902_12019822,12019822,2821.00708008,C ST NE & 19TH ST NE,13,ee426337b5a6579a798a3d7904276bc4,3130,,4378669
-8575347.28131082,4706227.20116942,11001502_11025352,11001502,303.21499634,15TH ST NW & CONSTITUTION AVE NW,13,b5200211b010a5a36176e74e321e11a9,1030,,4378670
-8574040.86307043,4706805.36149315,11000702_11031332,11031332,1115.49304199,E ST NW & 7TH ST NW,13,29ee8ec1cf2fb569b63df40b6f21ccac,2054,,4378686
-8572608.22866422,4715557.49372199,15065322_36003662,15065322,6470.75097656,NORTH CAPITOL ST BN & Ramp-36003662,13,43081d91f3c3df083b33131c9f748e72,5201c,,4378688
-8574610.11808292,4707516.3640608,11001102_11064672,11001102,706.69799805,11TH ST NW & NEW YORK AVE NW,13,69a8646da964886c6ade7338f860bb6a,2106,,4378689
-8579290.99520546,4708079.50548407,11057852_36000522,11057852,5093.7421875,M ST NW & Ramp-36000522,14,15f51aaf132784afa8d16750344ed68e,6092,,4378695
-8571177.57547542,4705554.42653582,13000702_13065392,13000702,245.36500549,7TH ST SE & NORTH CAROLINA AVE SE,13,5cc26b4ca524fe7620404937e35e3604,4021a,,4378698
-8575157.93003229,4708950.62829772,11001402_11072862,11001402,2320.6550293,14TH ST NW & Q ST NW,13,530ec8b8175ec176c6a25ffb8fa2df40,1022,,4378707
-8572560.6924826,4714137.85924322,12018782_15065322,12018782,0,BUCHANAN ST NE & NORTH CAPITOL ST BN,13,1319ed15450297feb7d3e8c16ad6aaba,5197a,,4378709
-8570658.27117576,4705980.75871903,12001102_12059602_15031912,12001102,62.34999847,11TH ST NE & MASSACHUSETTS AVE NE & EAST CAPITOL ST BN,13,41e7c563a84334c2c3ae2f7f526a4b91,4222,,4378715
-8576246.50881924,4706228.6926589,11001802_11025352,11001802,0,18TH ST NW & CONSTITUTION AVE NW,13,ff3b966cd81154c6f85227308c53743b,1085,,4378726
-8568646.10487657,4712095.44353686,12061422_12081442,12081442,2324.59106445,SOUTH DAKOTA AVE NE & MONROE ST NE,13,008fc29a3d68f1a6814e45bb7b7be1ed,3210,,4378728
-8574898.66450752,4708050.21000063,11001302_11059602,11059602,1757.68005371,MASSACHUSETTS AVE NW & 13TH ST NW,13,c126181ad33af92f80b2943c568b69a2,2140,,4378732
-8569539.52155093,4704357.93043542,13013522_36001732,36001732,0,Ramp-36001732 & BARNEY CIR SE,13,ec47c553b4bfd2f2d6326ce3029c3a59,4060,,4378779
-8571041.97322519,4711989.11742824,12000802_12061422_62060522H_62060522H,12061422,245.21499634,MONROE ST NE & 8TH ST NE & METROPOLITAN BRANCH TRAIL NE,13,aaf250b19c8598370f76b62d80bd07de,3464,,4378781
-8570083.24113694,4712048.4611243,12001402_12061422,12001402,2884.83911133,14TH ST NE & MONROE ST NE,13,d6360f4d79770e22bbb8ea5a577d901c,3171,,4378783
-8578952.71003941,4708089.61886061,11003302_11057852,11057852,4829.70410156,M ST NW & 33RD ST NW,13,5f8b066032ed304acc189685749b0848,6020,,4378788
-8574410.79849924,4713197.94162451,11040042_11084892,11084892,943.97698975,TAYLOR ST NW & GEORGIA AVE NW,13,4def1f561e6ddea2f2f1db86a414cae4,5257,,4378796
-8566025.89458045,4701821.45308437,13081512_13083462,13083462,628.53399658,SUITLAND RD SE & SOUTHERN AVE SE,13,ad461468a50802cadf5eda3af3caff11,4157,,4378813
-8571828.2210361,4705223.64772859,13000302_13026912_13065392,13065392,294.26599121,NORTH CAROLINA AVE SE & 3RD ST SE & D ST SE,13,acd901ede96ca29b8e7ad07203a377e0,4006,,4378823
-8573291.98292358,4707116.03289368,11000302_11038612,11000302,944.86297607,3RD ST NW & G ST NW,13,21c0fc07a46137737f347b35ec1cf225,2019,,4378834
-8578856.89273065,4708092.04494056,11057852_11071952*1,11071952,178.81900024,POTOMAC ST NW & M ST NW,13,3eb05fae9bd48a248b835b7a9e267336,6238,,4378841
-8572941.22176661,4707045.53529307,11000102_11064282,11064282,660.52197266,NEW JERSEY AVE NW & 1ST ST NW,13,89d44b9a2f92c058cce4309640ff8e14,2005,,4378843
-8575129.85726946,4713806.19858919,11009882_11011052,11011052,785.49798584,ARKANSAS AVE NW & ALLISON ST NW,13,5ae3eae2591f504d11d3e8502ac657c8,5110,,4378847
-8576091.48379832,4710824.46472692,11024632_11067402*1,11024632,2100.78710938,COLUMBIA RD NW & ONTARIO RD NW,13,251869001fc0b7643d4a1cef5f5e2dda,6061,,4378850
-8575159.01586942,4706801.45716225,11001402_11069812,11069812,2121.61791992,PENNSYLVANIA AVE NW & 14TH ST NW,13,03dc8234a2c3740142585db99c22af48,1011,,4378853
-8573758.78677782,4711446.9275039,11024632_11060582_11090872,11060582,986.41101074,MICHIGAN AVE NW & COLUMBIA RD NW & WARDER ST NW,13,ff5a7753a39525b7109a71ba737ef559,5176a,,4378871
-8566024.16618184,4702355.52787012,13037312_13069812,13069812,5289.65185547,PENNSYLVANIA AVE SE & FORT DAVIS ST SE,13,90d79f9d70ab86dce1793d24a441dd1b,4258,,4378883
-8569128.16482614,4709823.91612329,12061552A_12064672,12061552A,156.79200745,MONTANA AVE NE & NEW YORK AVE NE,13,4e712a2872af9c63ac453b74c3161adc,3185b,,4378888
-8583651.51555911,4712472.06422219,11057002_58023412,58023412,0,Driveway-58023412 & LOUGHBORO RD NW,13,674c30cb2a6308f5b120ef6a2a6fde4a,6093,,4378892
-8565564.39391897,4704622.59672079,13037212_13075662_13085542,13037212,0,FORT DAVIS DR SE & RIDGE RD SE & TEXAS AVE SE,13,aaf9b31f2942636b2bff73ad8015fd8b,4161,,4378897
-8572961.2871899,4707114.07653074,11038612_11064282,11064282,715.9699707,NEW JERSEY AVE NW & G ST NW,13,1622c55630a5aaaed191b1ead32763f2,2151,,4378903
-8577534.90711875,4707737.30109806,11002502_21050893,11002502,620.41699219,25TH ST NW & K ST NW Service Rd,13,d8c26318b27489d5e39d46869476379c,1169,,4378919
-8568761.69282182,4712237.79789372,12064612_12081442,12064612,1638.72802734,NEWTON ST NE & SOUTH DAKOTA AVE NE,13,3d8032ee530a5168d6a8d32474fd966c,3204,,4378921
-8571665.69251599,4703994.90419358,13000402_13057852,13057852,739.09997559,M ST SE & 4TH ST SE,13,1c9a07f86a6d82f141a4187d76984d15,2259,,4378923
-8575883.77587616,4709791.09805089,11001702_11087232,11087232,2162.1940918,U ST NW & 17TH ST NW,13,e0575ee8f4d36e5dc6c775689b064988,1083,,4378955
-8573336.15391424,4711200.82254357,11060582_58020982,11060582,587.9039917,MICHIGAN AVE NW & Driveway-58020982,13,bd9e4236571d2a263870c82f609d46e9,5154,,4378959
-8575450.12075193,4707893.1776327,11001502_11053492,11001502,1727.52001953,15TH ST NW & L ST NW,13,21ec620d4f52c7f9750632d809087dfa,1039,,4378963
-8573814.6468364,4703992.26629963,14000602_14057852_14058502,14000602,1015.65899658,6TH ST SW & M ST SW & MAINE AVE SW,13,83739ce11f1813e96f8b4066b8f51306,2198,,4379010
-8572472.78568111,4714852.98979066,12037632_12039062,12037632,982.54400635,FORT TOTTEN DR NE & GALLATIN ST NE,13,072c11e5aa9a2e25398f4ece18ab1814,5268,,4379012
-8573719.77670858,4712709.48329289,11000502_11068832_11076702,11000502,2913.66601563,5TH ST NW & PARK PL NW & ROCK CREEK CHURCH RD NW,13,5c1970816aa4d2b21522ba8735a966a8,5018,,4379035
-8573707.70057835,4707890.8206355,11000502_11053492,11000502,989.98901367,5TH ST NW & L ST NW,13,b26c148513e326ced2142ca21322d3ae,3238b,,4379037
-8575663.71874022,4710097.56732834,11001602_11036722_11090152,11001602,2160.02197266,16TH ST NW & FLORIDA AVE NW & W ST NW,13,7bb24cb85f0e583b7bffd2e3e856d24e,5089,,4379038
-8574610.54834478,4709162.12452438,11001102_11074162,11074162,1560.42700195,R ST NW & 11TH ST NW,13,33b397b437352dd32886bc9ca2ebd161,2114,,4379050
-8576440.56885851,4706430.89693898,11001902_11019822_11089892,11001902,156.84700012,19TH ST NW & C ST NW & VIRGINIA AVE NW,13,2c8cc9f3186c6f0d4ebc9ac49cf5aef4,1103,,4379056
-8574040.70934058,4708738.38208328,11000702_11068382,11068382,1115.80200195,P ST NW & 7TH ST NW,13,ad45ac66e49970845cc0ab3dfb9744d8,3023,,4379106
-8575663.02647935,4710357.79868952,11001602_11026392,11001602,2361.93188477,16TH ST NW & CRESCENT PL NW,13,8578410cf7dc8df762598876b089c766,5086,,4379116
-8574269.11386722,4709161.96255346,11000902_11074162,11074162,1294.41394043,R ST NW & 9TH ST NW,13,59e670cb92ff1ac51b7857e1b87fcdef,2082,,4379124
-8574135.3679227,4717893.11965132,11019632_11070522,11019632,495.01699829,BUTTERNUT ST NW & PINEY BRANCH RD NW,13,0ed4889698c47ecc1339ad885ca73bc2,5163,,4379151
-8572632.34742657,4703993.74659411,14057852_25081253,14057852,14.4460001,M ST SW & SOUTH CAPITOL ST SW Service Rd,13,c8324e59d38d15eb2bc40bc8f2fbce9a,2228,,4379183
-8580353.5249048,4713945.3494451,11085182_11094052*1,11085182,0,TENLEY CIR NW & WISCONSIN AVE NW,13,12b8866e9e011a8404d7af55a88a6ba4,6156a,,4379199
-8571427.61787572,4707387.89704964,12000602_12042442,12042442,921.32598877,H ST NE & 6TH ST NE,13,60a2fd61a69a46bcdbfa2a11edf9a767,3075,,4379223
-8571165.5416548,4696674.32654644,13016772_13068342_13081512,13016772,130.16299438,BONINI RD SE & OWENS RD SE & SOUTHERN AVE SE,13,fcf150e3545864dcd5ba8600d658ba97,4156,,4379225
-8577512.69034465,4707180.47790471,11002502_11089892,11002502,167.40299988,25TH ST NW & VIRGINIA AVE NW,13,49511547c2eb97df4f3287330651a94f,1187a,,4379234
-8567303.59330021,4712165.36174253,12003402_12031982_12061422,12003402,504.92599487,34TH ST NE & EASTERN AVE NE & MONROE ST NE,13,08b1acb18a42c6a91f60f2d78717e0d2,3452,,4379241
-8571199.02815589,4712090.79917109,12000702_12060582_12087692,12060582,1357.8260498,MICHIGAN AVE NE & UNIVERSITY DR NE & 7TH ST NE,13,f3c0fdd0e05533c44ca677e187da8299,3232,,4379247
-8564263.00669486,4709067.43391347,12051802A_36001982,36001982,0,Ramp-36001982 & KENILWORTH AVE NE,0,ae2cca67e16bbbe8b86a548563cd70f2,4080,,4379252
-8577535.04226744,4707720.32889661,11002502_11050892,11002502,607.24499512,25TH ST NW & K ST NW,13,971dca54c31c794ad8718940d5d21736,1169,,4379254
-8563814.69022725,4705894.55567462,12005002_15031912,12005002,0,50TH ST NE & EAST CAPITOL ST BN,13,36c1c1cf504366a7648ea666e34932dd,4173,,4379291
-8575158.07800339,4708215.43381093,11001402_11085732,11085732,126.53600311,THOMAS CIR NW & 14TH ST NW,13,05522a7060e33a5544e22afe8e6cc93f,1365,,4379295
-8574260.18480077,4705190.8103647,14026912_24000901_36003862,14026912,894.7199707,D ST SW & 9TH ST SW Service Rd & Ramp-36003862,13,fb86ba0145e95eeaa42bad1fa539f365,1211,,4379296
-8571342.34269379,4699229.60441301,13009362_13074552,13009362,158.3809967,ALABAMA AVE SE & RANDLE PL SE,13,ff90c254fc3ed1093890decd0b9dae51,4101,,4379323
-8574976.67635919,4708741.82080288,11056552_11068382,11068382,1722.10498047,P ST NW & LOGAN CIR NW,13,6e4c25a8ff98837519dd9bc0d51f5a7c,2157f,,4379326
-8571428.45442883,4704963.53471684,13000602_13031332_13081382,13031332,921.92297363,E ST SE & 6TH ST SE & SOUTH CAROLINA AVE SE,13,b0328e3ca546c35da82584bada77aa8a,4019,,4379330
-8579761.79976164,4716090.30133456,11025152_11060642,11025152,7305.25,CONNECTICUT AVE NW & MILITARY RD NW,13,dd0a751cad931798564d44bb97c8a256,6074,,4379334
-8574609.39795639,4717713.38969695,11011572_11040042,11011572,1110.09899902,ASPEN ST NW & GEORGIA AVE NW,13,0659114b9b855aa1a18e68e3f914e26d,5237,,4379336
-8570514.58947629,4707387.37638507,12001202_12042442,12001202,1090.74694824,12TH ST NE & H ST NE,13,16d61c141bbba4717740f57eaef17c4d,3100,,4379352
-8575157.86228465,4709374.8190667,11001402_11077672,11001402,2649.79907227,14TH ST NW & S ST NW,13,a7f55334b7ff0ae0be92b18fed26a584,1025,,4379357
-8573353.34650807,4709429.72651574,11000302_11075462,11000302,2267.25,3RD ST NW & RHODE ISLAND AVE NW,13,8dff7352862691f4c913eb6d89b69985,3010,,4379358
-8571685.50124915,4698249.82814582,13000402_13061292,13061292,818.11901855,MISSISSIPPI AVE SE & 4TH ST SE,13,7398a6621902a3c940d01ab40f98dcd5,4138,,4379362
-8579309.41586898,4709171.81523618,11003502_11075332,11075332,435.44400024,RESERVOIR RD NW & 35TH ST NW,13,714ba87b29f79157515ed1e2ca43c913,6032,,4379364
-8570898.71577708,4711994.81936133,12000902_12061422,12000902,2909.39892578,9TH ST NE & MONROE ST NE,13,efe6d5b91945882fd326d1ffa1fb5ba7,3167,,4379379
-8574294.58785905,4715905.35939163,11000802_11061362,11000802,4582.08007813,8TH ST NW & MISSOURI AVE NW,13,385f58ce2543fa75df8d8384e115aa48,5022,,4379386
-8574039.73991819,4705875.40454867,11000702_14000702,14000702,0,7TH ST SW & 7TH ST NW,13,5d3bac15279853b7319c2c4c31b66374,1203,,4379403
-8578361.94815806,4712994.45718676,11025152_11079042,11025152,4668.45507813,CONNECTICUT AVE NW & SEDGWICK ST NW,13,bcaa33742e964afe3b227b19630da83b,6080,,4379406
-8569780.43841939,4705899.88366064,12001502_13001502_15031912,13001502,0,15TH ST SE & 15TH ST NE & EAST CAPITOL ST BN,13,dc7db23b7e96de1ed5ce1d05fc1f52f6,3222,,4379412
-8570672.42266741,4699369.76562626,13001132_13009362,13001132,0,11TH PL SE & ALABAMA AVE SE,13,73de6d2e81aa06c1085daf6d4d08c8d1,4087,,4379429
-8580628.0119698,4708340.38031157,11004402_11037892_36001472,11037892,213.1269989,FOXHALL RD NW & 44TH ST NW & Ramp-36001472,13,570a9184004741b855422cb98938250a,6045,,4379441
-8565212.52396086,4706348.69965791,12004202_12015342,12015342,3652.18408203,BENNING RD NE & 42ND ST NE,13,c726219d385c08b013e04c1f71e46954,4069,,4379448
-8581980.85318041,4709522.33636887,11057912_11075332_58016702,11075332,2586.80688477,RESERVOIR RD NW & MACARTHUR BLVD NW & Driveway-58016702,13,e372d50e5684eb792f0608df6f9bbf72,6099,,4379461
-8573887.93872462,4718311.02932669,11016382_11070522,11070522,2563.14892578,PINEY BRANCH RD NW & BLAIR RD NW,13,20c3823f6824b819c1c5dbeebfd81c48,5162,,4379476
-8576517.92397957,4711614.15754666,11009102_11048752_11052322,11052322,2078.09790039,KENYON ST NW & ADAMS MILL RD NW & IRVING ST NW,13,3a7b79d0cf1a5667a3e3fef4454cfed2,6054,,4379479
-8570658.12263797,4705227.27801963,13001102_13081382,13001102,522.55297852,11TH ST SE & SOUTH CAROLINA AVE SE,13,544848303bf55c5d02157948193eabd8,4041,,4379508
-8569459.64471282,4706400.29983419,12001702_12019822,12019822,2517.02197266,C ST NE & 17TH ST NE,13,2c66797161d7c195f4e8a63eea9fa25d,3118,,4379528
-8571890.17162694,4705542.61729499,13069812_36004012,13069812,87.34999847,PENNSYLVANIA AVE SE & Ramp-36004012,13,ebea76f3c1208268740f09bbe631ccfe,1504,,4379536
-8574818.87415544,4708737.61040084,11056552_11068382_36001442,36001442,0,Ramp-36001442 & LOGAN CIR NW & P ST NW,13,b134c1992c28e4c01fcab34a16a035ea,2157b,,4379546
-8572610.07541633,4707718.33303484,11050892_12050892_15065322,12050892,0,K ST NE & NORTH CAPITOL ST BN & K ST NW,13,2a8cb69759af6b41935564a72d0b25fb,2219,,4379551
-8578991.581788,4711860.66722704,11003402_11094252,11094252,1237.84399414,WOODLEY RD NW & 34TH ST NW,13,dd14e4edaf09dd877d1bf55219549fb8,6031,,4379555
-8570389.82054943,4709397.16550642,12034642_12064672,12034642,176.26899719,FAIRVIEW AVE NE & NEW YORK AVE NE,13,bb559c55f6f8e2bae766257ad9af6e3c,3181,,4379564
-8572609.44347118,4706804.40711823,11031332_12031332_15065322,11031332,0,E ST NW & NORTH CAPITOL ST BN & E ST NE,13,80ba30a3042a758dd0b3c888b695a205,2214,,4379573
-8574124.03036184,4710958.40269831,11034582_11040042*1,11034582,98.42299652,FAIRMONT ST NW & GEORGIA AVE NW,13,8213fa83c8c5be2ddeb94cb69c27545d,5127,,4379577
